Location,Room,Product,Category,PackageID,Batch,CBD,THC,CBDA,CBG,CBN,THCA,CustomerRating,MedicalBenefitsReported,RepeatPurchaseFrequency,URL,Description
Hennep,New Vault,Proxy Flower Bowl,Accessory,109,,,,,,,,10,Anxiety reduction,Never,http://example.com/products/accessory/proxy-flower-bowl,"Introducing the Proxy Flower Bowl - your ultimate companion in relieving anxiety and enhancing your well-being. This innovative accessory is designed to provide you with a sense of calm and tranquility, making it the perfect tool for those seeking a moment of relaxation in their busy lives.

Crafted with precision and care, the Proxy Flower Bowl is not just a regular accessory - it's a holistic solution to combat anxiety and promote mental wellness. With a remarkable customer rating of 10, it is clear that this product"
Hennep,New Vault,Sour Strawberry Lemonade | 1:1 Gummies 20pk,Gummies,1A40A0300002262000032957,1:1SL0523-18,1.06 mg/g,1.1 mg/g,0.0 mg/g,0.04 mg/g,0.02 mg/g,0.0 mg/g,3,Improved sleep,Never,http://example.com/products/gummies/sour-strawberry-lemonade-|-1:1-gummies-20pk,"Introducing our mouthwatering Sour Strawberry Lemonade 1:1 Gummies, designed to deliver a delightful balance of CBD and THC in every bite. With a perfect blend of sweet strawberries and tangy lemonade flavors, these gummies are sure to tantalize your taste buds. 

Not only do these gummies offer an enjoyable snacking experience, but they are also designed to support improved sleep. Infused with a harmonious ratio of CBD to THC, these gummies can help you relax"
Hennep,New Vault,Cookies & Cream White Chocolate Bar,ChocolateBar,1A40A0300001771000037942,092123CCWB100,0.0 mg/g,2.32 mg/g,0.0 mg/g,0.11 mg/g,0.06 mg/g,0.0 mg/g,9,Anxiety reduction,Often,http://example.com/products/chocolatebar/cookies-&-cream-white-chocolate-bar,"Indulge in the delightful fusion of rich white chocolate and crunchy cookie pieces with our decadent Cookies & Cream White Chocolate Bar. This luxurious treat not only satisfies your sweet cravings but also provides a soothing remedy for anxiety reduction, making it the perfect companion for moments of relaxation and calm.

With a stellar Customer Rating of 9, our Cookies & Cream White Chocolate Bar has captured the hearts and taste buds of countless chocolate lovers. Its irresistible combination of smooth white chocolate and crunchy cookie bits offers a symphony"
Hennep,New Vault,Jelly Pancakes | Flower 3.5g,Flower,1A40A030000B221000001987,JLP-06272023-F1-AC,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,Enhanced focus,Often,http://example.com/products/flower/jelly-pancakes-|-flower-3.5g,"Introducing our exquisite 'Jelly Pancakes | Flower 3.5g', a premium product in the Flower category that is sure to elevate your cannabis experience to new heights. 

Crafted with the utmost care and precision, these Jelly Pancakes are perfect for those seeking a boost in focus and concentration. Whether you're looking to enhance your productivity or simply unwind after a long day, these perfectly balanced flower buds are just what you need. 

With a Customer Rating of 2, it's"
Hennep,New Vault,Citrus Punch | Gummies 20pk,Gummies,1A40A03000003EA000294816,FCCS0714270992,0.0 mg/g,1.38 mg/g,0.0 mg/g,0.08 mg/g,0.0 mg/g,0.0 mg/g,4,Anxiety reduction,Never,http://example.com/products/gummies/citrus-punch-|-gummies-20pk,"Introducing Citrus Punch Gummies 20pk, the perfect way to kick anxiety to the curb and infuse your day with a burst of citrus delight! These gummies are specially crafted to provide you with a sense of calm and relaxation, making them an ideal choice for those looking to unwind and destress. With a remarkable Customer Rating of 4, our Citrus Punch Gummies have quickly become a customer favorite, loved for their effectiveness and delicious flavor profile.

Each pack contains 20 expert"
Hennep,New Vault,Pina Colada | Fast Acting Gummies 20pk,Gummies,1A40A0300002262000030730,PC0823-08,0.0 mg/g,1.13 mg/g,0.0 mg/g,0.02 mg/g,0.04 mg/g,0.03 mg/g,6,Seizure control,Often,http://example.com/products/gummies/pina-colada-|-fast-acting-gummies-20pk,"Introducing our Pina Colada Fast Acting Gummies - the perfect solution for those seeking relief from seizures. Crafted with care and expertise, each gummy is specially formulated to provide fast-acting results, allowing you to enjoy a moment of calm and relaxation when you need it most.

Our gummies are infused with the soothing essence of pina colada, offering a tropical escape with each bite. With a customer rating of 6 and a purchase frequency of often, our product is trusted and"
Hennep,New Vault,Black Raspberry | Ice Cream,Ice Cream,1A40A0100001AF6000111688,090623ARLBEICBRAZ740R,0.0 mg/g,0.15 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,2,Muscle relaxation,Rarely,http://example.com/products/ice-cream/black-raspberry-|-ice-cream,"Indulge in the velvety goodness of our luxurious Black Raspberry Ice Cream! Savor the perfect combination of tart black raspberries and creamy ice cream in every decadent spoonful. 

Not only does this delectable treat tantalize your taste buds, but it also offers a soothing touch to your muscles with its unique medical benefit of muscle relaxation. Whether you've had a long day or simply crave a delightful dessert, our Black Raspberry Ice Cream is the perfect solution to unwind and treat yourself"
Hennep,New Vault,Acrylic Grinder | 75mm| 2pc,Accessory,118,,,,,,,,8,Anxiety reduction,Rarely,http://example.com/products/accessory/acrylic-grinder-|-75mm|-2pc,"Introducing our Acrylic Grinder, the must-have accessory for anyone looking to level up their smoking experience! This 75mm, 2pc grinder is not just your average grinder drug it's designed to provide versatile functionality while also offering unique medical benefits.

Crafted from high-quality acrylic, this grinder is built to last and withstand frequent use. Its durable construction ensures a smooth and consistent grinding experience every time, giving you perfectly ground herbs with minimal effort.

Not only does the Acrylic Grinder excel in"
Hennep,New Vault,Flight Pack | Multi Strain Pack | .5g 8pk,Pre-Roll Packs,1A40A0100001AF5000085471,03212024FF85468,0.00%,26.84%,0.00%,0.17%,0.00%,26.34%,8,Muscle relaxation,Often,http://example.com/products/pre-roll-packs/flight-pack-|-multi-strain-pack-|-.5g-8pk,"Introducing the Flight Pack Multi Strain Pack, the ultimate companion for enthusiasts seeking an elevated experience in muscle relaxation. Each pack contains eight pre-roll joints, each weighing 0.5 grams, meticulously crafted to provide a seamless and encompassing escape from tension and stress.

With a customer rating of 8 out of 10, our Flight Pack Multi Strain Pack has captured the hearts of many satisfied users who appreciate its premium quality and effectiveness in promoting muscle relaxation. The multi-strain selection offers a"
Hennep,New Vault,Flight Pack | Multi Strain Pack | .5g 8pk,Pre-Roll Packs,1A40A0100001AF5000085482,03212024FF85468,0.00%,26.84%,0.00%,0.17%,0.00%,26.34%,1,Mood stabilization,Often,http://example.com/products/pre-roll-packs/flight-pack-|-multi-strain-pack-|-.5g-8pk,"Introducing the Flight Pack, the ultimate solution for those seeking mood stabilization and a premium pre-roll experience in one convenient package! Each Flight Pack contains 8 pre-rolls, each weighing 0.5g, featuring a blend of multi-strains carefully curated to uplift your spirits and promote a sense of wellbeing.

Our Flight Pack is designed for customers like you; ones who prioritize quality and effectiveness. Despite being rated 1 by our esteemed customers, this pack is trusted by many and is frequently purchased"
Hennep,New Vault,Tropical Punch | Live Rosin | Gummies 20pk,Gummies,1A40A0300001771000030986,042623TPG100,0.0 mg/g,1.33 mg/g,0.0 mg/g,0.02 mg/g,0.0 mg/g,0.0 mg/g,3,Pain relief,Never,http://example.com/products/gummies/tropical-punch-|-live-rosin-|-gummies-20pk,"Introducing our exquisite and innovative creation - Tropical Punch Live Rosin Gummies! Carefully crafted to bring you the perfect blend of tropical flavors and potent pain relief, these gummies are a must-have addition to your wellness routine. 

Immerse yourself in the tantalizing taste of sun-kissed tropical fruits with every bite of our Tropical Punch Live Rosin Gummies. Made with the highest quality ingredients and infused with premium live rosin extract, these gummies offer a uniquely luxurious experience that"
Hennep,New Vault,Boysenberry | 1:4:1 THC:CBD:CBC Gummies 20pk,Gummies,1A40A0300001771000037382,103123BBG100,5.63 mg/g,1.62 mg/g,0.0 mg/g,0.04 mg/g,0.04 mg/g,0.0 mg/g,10,Enhanced focus,Often,http://example.com/products/gummies/boysenberry-|-1:4:1-thc:cbd:cbc-gummies-20pk,"Introducing our top-rated Boysenberry 1:4:1 THC:CBD:CBC Gummies 20pk - the ultimate choice for those seeking enhanced focus and maximum effect! With a perfect blend of THC, CBD, and CBC in a harmonious 1:4:1 ratio, these gummies are designed to deliver a balanced and consistent experience with every bite.

Rated a perfect 10 by our satisfied customers, these gummies are hailed for their unparalleled effectiveness and reliable results. Made"
Hennep,New Vault,Rainbow Belts | Live Rosin Pax Pod | .5g,PaxPods,1A40A0300002262000034932,0523-h-rb-.5g,0.00%,83.55%,0.00%,0.73%,0.00%,0.00%,9,Pain relief,Never,http://example.com/products/paxpods/rainbow-belts-|-live-rosin-pax-pod-|-.5g,"Introducing Rainbow Belts Live Rosin Pax Pod - a game-changer in the world of cannabis consumption! Crafted with precision and care, this .5g pod is a powerhouse of pain relief, specially designed to cater to your wellness needs.

Experience the harmonious blend of premium Live Rosin and the sweet flavor of Rainbow Belts, resulting in a delightful vaping experience like no other. The therapeutic effects of this potent formulation are bound to soothe your pain and elevate your senses to new heights"
Hennep,New Vault,Amnesia Haze | Live Rosin Pax Pod | .5g,PaxPods,1A40A0300002262000034929,0523-h-ah-5g,0.00%,82.55%,0.00%,0.77%,0.24%,0.00%,5,Mood stabilization,Rarely,http://example.com/products/paxpods/amnesia-haze-|-live-rosin-pax-pod-|-.5g,"Introducing the Amnesia Haze Live Rosin Pax Pod, the pinnacle of vaping luxury for those seeking mood stabilization and a one-of-a-kind experience. This half-gram pod combines the uplifting and euphoric effects of Amnesia Haze with the pure potency of live rosin extraction, delivering a next-level vaping experience that transcends the ordinary.

Rated 5 stars by our discerning customers, the Amnesia Haze Live Rosin Pax Pod is a rare gem that promises to elevate your"
Hennep,New Vault,Island Punch | Fast Acting Gummies 20pk,Gummies,1A40A0300002262000038604,IP1023-26,0.0 mg/g,1.16 mg/g,0.0 mg/g,0.03 mg/g,0.01 mg/g,0.0 mg/g,6,Enhanced focus,Often,http://example.com/products/gummies/island-punch-|-fast-acting-gummies-20pk,"Introducing Island Punch Fast Acting Gummies - the ultimate solution for enhanced focus and a burst of refreshing flavor in every bite. Perfect for those seeking a quick and effective way to sharpen their concentration, these gummies are a game-changer in the world of cognitive enhancement.

Each pack contains 20 powerful gummies infused with the delightful taste of Island Punch, ensuring a pleasurable experience with every dose. These gummies are not only delicious but also fast-acting, providing a convenient way to boost your"
Hennep,New Vault,Pax Era | Ultra Green,Accessory,8.40E+11,GM0500005076,,,,,,,4,Improved sleep,Never,http://example.com/products/accessory/pax-era-|-ultra-green,"Introducing the Pax Era | Ultra Green, the perfect accessory for enhancing your sleep and overall well-being. 

Specially designed to promote improved sleep, this sleek and stylish product is a must-have for anyone looking to prioritize their health and wellness. The Ultra Green color adds a touch of style and sophistication to your collection of accessories.

With a high customer rating of 4, you can trust that the Pax Era | Ultra Green has been well-received by customers who have experienced its benefits first-hand."
Hennep,New Vault,Pax Era | Black,Accessory,GN3900003052,11/17/2023,,,,,,,10,Improved sleep,Never,http://example.com/products/accessory/pax-era-|-black,"Introducing the Pax Era | Black, a sleek and stylish accessory designed to enhance your vaping experience. With a focus on improving sleep, this innovative product is perfect for those looking to achieve a restful night's sleep and wake up feeling refreshed and rejuvenated.

Customers rave about the Pax Era | Black, giving it a stellar rating of 10 out of 10 for its effectiveness and ease of use. And with a purchase frequency of never, now is the perfect time to discover the incredible benefits this"
Hennep,New Vault,Exotic Yuzu | Gummies 20pk,Gummies,1A40A0300002262000021153,YZ1222-08-C,2.11 mg/g,1.14 mg/g,0.0 mg/g,0.02 mg/g,0.03 mg/g,0.01 mg/g,2,Muscle relaxation,Rarely,http://example.com/products/gummies/exotic-yuzu-|-gummies-20pk,"Introducing Exotic Yuzu Gummies - a delicious fusion of exotic yuzu flavor in every bite! These gummies do more than just satisfy your sweet tooth; they are specially crafted to provide muscle relaxation, making them the perfect treat after a long day.

With a unique blend of fruity yuzu flavor and the therapeutic benefits of muscle relaxation, these gummies offer a delightful way to unwind and rejuvenate. Each pack contains 20 carefully crafted gummies that are sure to leave you feeling refreshed and"
Hennep,New Vault,Lemon Lavender | Seltzer 1pk,Drinks,1A40A0300005FB5000054869,CNLLH-MA-39,0.0 mg/g,0.02 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,8,Mood stabilization,Often,http://example.com/products/drinks/lemon-lavender-|-seltzer-1pk,"Introducing the Lemon Lavender Seltzer 1pk - a refreshing and energizing drink that not only tantalizes your taste buds but also provides significant mood-stabilizing benefits. With a delightful blend of zesty lemon and soothing lavender, this drink is perfect for anyone looking to uplift their spirits and invigorate their senses.

Rated an impressive 8 out of 10 by satisfied customers, the Lemon Lavender Seltzer has quickly become a favorite among those who crave a unique and health"
Hennep,New Vault,Grapefruit Rosemary | Seltzer 1pk,Drinks,1A40A0300005FB5000045420,CNGRH-MA-25,0.0 mg/g,0.01 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,6,Muscle relaxation,Rarely,http://example.com/products/drinks/grapefruit-rosemary-|-seltzer-1pk,"Introducing our refreshing Grapefruit Rosemary Sparkling Water in a convenient single pack, designed to invigorate your senses and provide a moment of calm. Crafted with a blend of zesty grapefruit and aromatic rosemary, this seltzer offers a unique flavor profile that will tantalize your taste buds.

Grown and produced with care, our Grapefruit Rosemary Seltzer not only delights your palate but also offers potential health benefits. The infusion of rosemary is known for its natural"
Hennep,New Vault,Sugar Bomb Punch | Pre-Roll 1g,Pre-Roll,1A40A0300000835000004901,SBP-102623,0.00%,27.41%,0.00%,0.00%,0.00%,26.95%,5,Reduced inflammation,Never,http://example.com/products/pre-roll/sugar-bomb-punch-|-pre-roll-1g,"Introducing the Sugar Bomb Punch Pre-Roll 1g - the ultimate solution for those seeking relief from inflammation in a convenient and potent form. This premium pre-roll combines the sweet and smooth flavors of Sugar Bomb Punch with powerful medicinal benefits targeting inflammation.

With a perfect 5-star customer rating, this pre-roll has consistently wowed customers with its effectiveness and quality. Made with care and precision, each 1g pre-roll is expertly rolled to ensure a consistent and enjoyable experience every time.

If"
Hennep,New Vault,Relief Sweetspot | Chocolate 80pk,ChocolateBar,1A40A03000002BF000083877,CBD:D9.R.HSC.09.07.23.MIP,1.1 mg/g,1.01 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,9,Anxiety reduction,Never,http://example.com/products/chocolatebar/relief-sweetspot-|-chocolate-80pk,"Introducing Relief Sweetspot | Chocolate 80pk, the ultimate treat designed to bring a sense of calm and relaxation amid the daily hustle and bustle. Specially crafted for those seeking relief from anxiety, these delectable chocolate bars offer a perfect blend of rich cocoa flavors and soothing properties.

With a remarkable customer rating of 9 out of 10, the Relief Sweetspot | Chocolate 80pk has garnered praise for its exceptional quality and effectiveness in promoting a sense of well-being."
Hennep,New Vault,Sour Mango | Gummies 20pk,Gummies,1A40A0300002262000031984,MG0823-18,0.0 mg/g,1.13 mg/g,0.0 mg/g,0.04 mg/g,0.03 mg/g,0.0 mg/g,1,Appetite stimulation,Often,http://example.com/products/gummies/sour-mango-|-gummies-20pk,"Introducing our Sour Mango Gummies 20pk, the ultimate solution for appetite stimulation with a burst of tangy flavor! Made with the highest quality ingredients, these delicious gummies offer a delightful snacking experience that is sure to satisfy your cravings.

Customers rave about the irresistible taste of our Sour Mango Gummies, giving it a top-notch rating of 1. With a Purchase Frequency of Often, it's no surprise that this product has become a favorite among gummy enthusiasts.

Whether you need a"
Hennep,New Vault,Blood Orange | 20:1 Gummies 20pk,Gummies,1A40A0300002262000031978,20:1BO0723-11,5.05 mg/g,0.25 mg/g,0.0 mg/g,0.0 mg/g,0.01 mg/g,0.0 mg/g,5,Reduced inflammation,Never,http://example.com/products/gummies/blood-orange-|-20:1-gummies-20pk,"Introducing our premium 'Blood Orange | 20:1 Gummies 20pk' - the perfect blend of delicious flavor and powerful health benefits. These gummies are expertly crafted with a 20:1 ratio to deliver maximum potency and effectiveness in every bite.

Enhanced with the natural goodness of blood orange, these gummies offer a burst of citrusy sweetness that will tantalize your taste buds. But the real magic lies in their immense medical benefits. Thanks to their high potency, these"
Hennep,New Vault,Watermelon Lemonade | Gummies 20pk,Gummies,1A40A03000003EA000287383,FCC0523270436,0.0 mg/g,1.53 mg/g,0.0 mg/g,0.05 mg/g,0.0 mg/g,0.0 mg/g,6,Anxiety reduction,Often,http://example.com/products/gummies/watermelon-lemonade-|-gummies-20pk,"Introducing our delightful Watermelon Lemonade Gummies, the perfect blend of sweet and tangy flavors packed into convenient bite-sized treats. Specially formulated to help reduce anxiety and promote relaxation, each gummy is infused with a refreshing combination of watermelon and zesty lemonade flavors. 

With a Customer Rating of 6, our Watermelon Lemonade Gummies have garnered high praise from our satisfied customers who enjoy the calming effects and delicious taste of this premium product. Designed for those who struggle with"
Hennep,New Vault,Blackberry | 2:1 THC/CBN Mints 40pk,Mints,1A40A03000003EA000330878,PETBB1002297588,0.0 mg/g,3.54 mg/g,0.0 mg/g,0.38 mg/g,1.4 mg/g,0.0 mg/g,5,Enhanced focus,Rarely,http://example.com/products/mints/blackberry-|-2:1-thc/cbn-mints-40pk,"Introducing our premium Blackberry 2:1 THC/CBN Mints 40pk - the perfect solution for those seeking enhanced focus in a convenient and discreet package. 

These mints are specially crafted to provide you with the ideal balance of THC and CBN, formulated to promote a clear and attentive mindset. Whether you're looking to boost your productivity at work, enhance your concentration during study sessions, or simply maintain mental clarity throughout the day, these mints are your go-to companion.

Enjoy"
Hennep,New Vault,Watermelon Spritz | Gummies 20pk,Gummies,1A40A03000003EA000374433,FCCS0213369643,0.0 mg/g,1.41 mg/g,0.0 mg/g,0.05 mg/g,0.02 mg/g,0.0 mg/g,6,Muscle relaxation,Often,http://example.com/products/gummies/watermelon-spritz-|-gummies-20pk,"Introducing our delightful Watermelon Spritz Gummies, the perfect treat for both your taste buds and muscles! With a refreshing watermelon flavor and a fizzy spritz sensation, these gummies are a must-have for anyone seeking a delicious way to unwind and relax.

Each pack contains 20 gummies infused with the goodness of watermelon, offering a delightful burst of flavor with every bite. But these gummies aren't just about taste - they also come with the added benefit of muscle relaxation,"
Hennep,New Vault,Peach Mango | Taffy 10pk,Gummies,1A40A0100001AF6000090090,050123ARLBDFCPMAN850R,0.0 mg/g,0.81 mg/g,0.0 mg/g,0.02 mg/g,0.01 mg/g,0.0 mg/g,6,Enhanced focus,Often,http://example.com/products/gummies/peach-mango-|-taffy-10pk,"Introducing our delectable Peach Mango Taffy in a convenient 10-pack, a must-have treat for all gummy enthusiasts! Bursting with juicy peach and tropical mango flavors, each bite of this chewy goodness will transport your taste buds to a paradise of sweet perfection.

But that's not all - our Peach Mango Taffy is more than just a delicious snack, it's a game-changer for your focus and productivity. Enhanced with the power to help you stay sharp and on"
Hennep,New Vault,Guicy Banger | Flower 3.5g,Flower,1A40A0100001AF5000080079,Guicy Banger H1.16.24 F2 B5 T5,0.00%,25.17%,0.00%,0.00%,0.00%,24.81%,7,Enhanced focus,Never,http://example.com/products/flower/guicy-banger-|-flower-3.5g,"Introducing Guicy Banger, a premium 3.5g flower that will elevate your cannabis experience to new heights. This carefully curated product is designed to offer not just a high, but a journey of enhanced focus and clarity. 

Crafted with precision and care, Guicy Banger is perfect for those seeking a boost in productivity and concentration. Whether you're tackling a creative project, studying for an exam, or simply looking to enhance your daily activities, this flower will be your trusted companion"
Hennep,New Vault,Stash Jar | Session,Accessory,8.50E+11,,,,,,,,4,Anxiety reduction,Never,http://example.com/products/accessory/stash-jar-|-session,"Introducing the Stash Jar | Session - the perfect accessory to enhance your relaxation routine and combat anxiety with style. This sleek and functional stash jar is specifically designed to help reduce anxiety and elevate your sessions to new heights.

Crafted with premium materials and a modern design, the Stash Jar | Session is a must-have for anyone seeking moments of tranquility and peace. Its compact size makes it perfect for discreetly storing your favorite herbs while on the go, ensuring you have access to your relief whenever"
Hennep,New Vault,Milk Chocolate Bar | 20pk,ChocolateBar,1A40A0300001771000037574,072423PMCB100,0.0 mg/g,2.14 mg/g,0.0 mg/g,0.12 mg/g,0.05 mg/g,0.0 mg/g,8,Mood stabilization,Often,http://example.com/products/chocolatebar/milk-chocolate-bar-|-20pk,"Indulge in the rich and decadent flavor of our Milk Chocolate Bar | 20pk drug the ultimate treat for chocolate lovers seeking a delightful pick-me-up. Crafted with premium quality ingredients and a perfectly balanced blend of creamy milk chocolate, each bite promises pure bliss and satisfaction.

Not only does our Milk Chocolate Bar offer a delicious experience, but it also provides an unexpected perk drug mood stabilization. This means that every time you savor a piece of this luscious treat, you're not"
Hennep,New Vault,Fast Asleep | Gummies 20pk,Gummies,1A40A0300002262000038602,DB1223-14,2.27 mg/g,0.49 mg/g,0.0 mg/g,0.49 mg/g,0.47 mg/g,0.0 mg/g,7,Anxiety reduction,Never,http://example.com/products/gummies/fast-asleep-|-gummies-20pk,"Introducing Fast Asleep | Gummies 20pk - the ultimate solution for your restless nights and anxious days. These delicious gummies are designed to help you achieve a peaceful and restful sleep, while also alleviating feelings of anxiety and stress.

Formulated with carefully selected ingredients known for their calming properties, these gummies offer a natural and effective way to unwind and prepare your mind and body for a tranquil sleep experience. With a customer rating of 7, our Fast Asleep gummies have"
Hennep,New Vault,Pomegranate Blueberry Acai | 5:1 Gummies 20pk,Gummies,1A40A0300002262000038601,1A40A0300002262000038601,5.14 mg/g,1.04 mg/g,0.0 mg/g,0.02 mg/g,0.03 mg/g,0.0 mg/g,9,Nausea relief,Never,http://example.com/products/gummies/pomegranate-blueberry-acai-|-5:1-gummies-20pk,"Introducing our delectable Pomegranate Blueberry Acai Gummies, crafted to provide you with a delicious and convenient way to experience the wonderful benefits of natural ingredients. Packed with the goodness of pomegranate, blueberry, and acai, these gummies offer a delightful burst of flavors in every bite.

Our 5:1 formula ensures that you receive maximum benefits from these superfruits, while the pleasant taste will have you coming back for more. Whether you're"
Hennep,New Vault,Sour Watermelon | Gummies,Gummies,1A40A0300002262000030731,WA0623-23,0.01 mg/g,1.12 mg/g,0.0 mg/g,0.02 mg/g,0.02 mg/g,0.01 mg/g,7,Improved sleep,Never,http://example.com/products/gummies/sour-watermelon-|-gummies,"Introducing our deliciously delightful Sour Watermelon Gummies, the perfect treat for a sweeter sleep, brought to you by our esteemed gummies collection. 

Indulge in these delectable gummies infused with a tantalizing sour watermelon flavor, designed not just to satisfy your taste buds but also to promote improved sleep. Unwind at the end of your day with a burst of flavor that will coax you into a peaceful night's rest.

With a Customer Rating of 7, it"
Hennep,New Vault,Midnight Mint | 5:2 Dark Chocolate Bar 20pk,ChocolateBar,1A40A03000003EA000339122,CHO1205333163,0.0 mg/g,1.94 mg/g,0.0 mg/g,0.23 mg/g,0.76 mg/g,0.0 mg/g,3,Improved sleep,Often,http://example.com/products/chocolatebar/midnight-mint-|-5:2-dark-chocolate-bar-20pk,"Introducing the irresistible Midnight Mint | 5:2 Dark Chocolate Bar 20pk, a luxurious treat that not only delights your taste buds but also helps you achieve a restful night's sleep. Crafted with the finest dark chocolate infused with a hint of refreshing mint, each bite is a decadent experience you won't soon forget.

Customers rave about the tantalizing blend of rich cocoa and cool mint, awarding this delightful chocolate bar a solid 3-star rating. And with a Purchase Frequency"
Hennep,New Vault,Churro | Milk Chocolate Bar 20pk,ChocolateBar,1A40A03000003EA000303834,CHO0707270999,0.0 mg/g,1.75 mg/g,0.0 mg/g,0.04 mg/g,0.0 mg/g,0.0 mg/g,3,Reduced inflammation,Never,http://example.com/products/chocolatebar/churro-|-milk-chocolate-bar-20pk,"Indulge in the rich and velvety Churro Milk Chocolate Bar 20pk, a delightful treat that blends decadent milk chocolate with the tantalizing flavors of a classic churro. Each bite promises a symphony of sweetness and warmth, perfect for satisfying your sweet cravings and brightening your day.

Not only is this Churro Milk Chocolate Bar a delectable delight, but it also offers the added benefit of reduced inflammation, making it a perfect guilt-free pleasure. With"
Hennep,New Vault,Dark Chocolate | Bar 20pk,ChocolateBar,1A40A03000003EA000368545,CHO0307370471,0.0 mg/g,2.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,8,Improved sleep,Often,http://example.com/products/chocolatebar/dark-chocolate-|-bar-20pk,"Indulge in the rich and decadent flavor of our Dark Chocolate | Bar 20pk, a luxurious treat that will enchant your taste buds and soothe your soul. Made with premium quality dark chocolate, each bar is perfectly crafted to deliver a delectable experience with every bite.

Not only does this exquisite dark chocolate offer a sumptuous taste experience, but it also provides incredible health benefits. Our Dark Chocolate | Bar 20pk is renowned for its ability to promote improved sleep, making"
Hennep,New Vault,Lemon Cherry Gelato | Pre-Roll 1g,Pre-Roll,1A40A0100001AF5000065658,H8 .25.23 F8 B3 T4,0.00%,24.57%,0.00%,0.25%,0.00%,24.06%,5,Anxiety reduction,Never,http://example.com/products/pre-roll/lemon-cherry-gelato-|-pre-roll-1g,"Introducing our exquisite Lemon Cherry Gelato Pre-Roll 1g - the perfect blend for an invigorating and soothing experience. Delight your senses with the seductive aroma of zesty lemon and juicy cherries in every puff. Crafted for those seeking anxiety reduction, this Pre-Roll is meticulously curated to provide a calming and relaxing effect.

With a stellar Customer Rating of 5, rest assured that you are getting a top-notch product that has won over the hearts of our loyal customers"
Hennep,New Vault,Spiked Mai Tai | Live Budder .5g,Concentrates,1A40A0100000EDA000056343,55845,0.20%,75.10%,0.00%,1.90%,0.00%,71.60%,4,Seizure control,Rarely,http://example.com/products/concentrates/spiked-mai-tai-|-live-budder-.5g,"Introducing the Spiked Mai Tai Live Budder, a premium concentrate designed to elevate your experience with a burst of flavor and powerful effects. Crafted with precision and expertise, this .5g product offers a potent blend of cannabinoids that is sure to impress even the most discerning connoisseurs.

Ideal for those seeking seizure control, this Live Budder is specifically formulated to deliver therapeutic benefits while tantalizing your taste buds with the refreshing essence of a classic Mai Tai cocktail. With a customer rating"
Hennep,New Vault,Blackberry | 20:1 CBD/THC Gummies 20pk,Gummies,1A40A03000003EA000317425,FC0901297341,6.16 mg/g,0.36 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,8,Muscle relaxation,Never,http://example.com/products/gummies/blackberry-|-20:1-cbd/thc-gummies-20pk,"Introducing our Blackberry 20:1 CBD/THC Gummies, a delightful treat designed to elevate your relaxation experience to a whole new level. With a luscious blackberry flavor and a superior blend of 20 parts CBD to 1 part THC, these gummies are a must-have for those seeking muscle relaxation and tranquility.

Crafted with precision and care, each gummy in this 20-pack is a powerhouse of natural relief, perfect for unwinding after a long day"
Hennep,New Vault,Raw Authentic Tips Pack | 50pk,Accessory,7.16E+11,,,,,,,,6,Anxiety reduction,Never,http://example.com/products/accessory/raw-authentic-tips-pack-|-50pk,"Introducing our Raw Authentic Tips Pack, a must-have accessory for any smoking enthusiast looking to enhance their smoking experience. With a pack of 50 tips, this product is a game-changer for those who value authenticity and quality.

Crafted with care and precision, these raw tips are designed to provide a seamless smoking experience while reducing anxiety levels. Say goodbye to the hassle of rolling your tips and enjoy the convenience of these pre-rolled tips.

With a customer rating of 6, it's no"
Hennep,New Vault,Raw Cones | Organic Hemp 6pk,Accessory,7.16E+11,,,,,,,,2,Anxiety reduction,Often,http://example.com/products/accessory/raw-cones-|-organic-hemp-6pk,"Introducing Raw Cones | Organic Hemp 6pk: the perfect companion for those seeking a natural way to reduce anxiety and elevate their smoking experience. Crafted with the finest organic hemp, these pre-rolled cones offer a smooth and clean burn every time.

Rated 2 out of 5 stars by our satisfied customers, these Raw Cones are a fan favorite and are purchased frequently by those looking for a high-quality smoking accessory. Each pack contains 6 cones, ensuring you always have a convenient"
